index,Order ID,Date,Status,Fulfilment,Sales Channel,ship-service-level,Category,Size,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B,fulfilled-by
26634,408-4833350-5501161,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,824.0,BENGALURU,KARNATAKA,560035.0,IN,False,Not Specified
26636,405-8264570-6195514,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,950.0,KUSHINAGAR,UTTAR PRADESH,274402.0,IN,False,Not Specified
26637,406-5268459-9869110,2022-04-14,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XXL,Shipped,1,INR,725.0,THIRUVARUR,TAMIL NADU,610001.0,IN,False,Easy Ship
26638,171-8118398-9982768,2022-04-14,Cancelled,Amazon,Amazon.in,Expedited,Shirt,XS,Unshipped,1,INR,376.0,NAGPUR,MAHARASHTRA,440008.0,IN,False,Not Specified
26639,407-1726108-5123528,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,518.0,BENGALURU,KARNATAKA,560064.0,IN,False,Not Specified
26640,407-6703095-4735500,2022-04-14,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,517.0,MANGALURU,KARNATAKA,575019.0,IN,False,Easy Ship
26641,402-5316107-6091531,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Blazzer,XL,Shipped,1,INR,825.0,PUNE,MAHARASHTRA,411058.0,IN,False,Not Specified
26642,403-0430829-6769922,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,680.0,DOHAD,Gujarat,389151.0,IN,False,Not Specified
26643,404-0306044-3157928,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,685.0,NOWGONG,MADHYA PRADESH,471201.0,IN,False,Not Specified
26644,404-9482149-8434701,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,847.0,INDORE,MADHYA PRADESH,452016.0,IN,False,Not Specified
26645,403-7584174-1022708,2022-04-14,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,859.0,PUNE,MAHARASHTRA,411020.0,IN,False,Easy Ship
26646,405-9035119-6077925,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,442.0,HYDERABAD,TELANGANA,500090.0,IN,False,Not Specified
26647,408-7287820-7849900,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,399.0,HYDERABAD,TELANGANA,500084.0,IN,False,Not Specified
26648,402-6005584-7044303,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,399.0,BENGALURU,KARNATAKA,560070.0,IN,False,Not Specified
26649,403-1705055-3638762,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,471.0,CHENNAI,TAMIL NADU,600020.0,IN,False,Not Specified
26650,171-4781693-4548348,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,788.0,MUMBAI,MAHARASHTRA,400050.0,IN,False,Not Specified
26651,405-8825636-2337922,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Blazzer,M,Shipped,1,INR,744.0,ALWAR,RAJASTHAN,301001.0,IN,False,Not Specified
26652,406-8502174-3132309,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,518.0,VADODARA - 390019,Gujarat,390019.0,IN,False,Not Specified
26653,407-3001890-7662752,2022-04-14,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,3XL,Shipped,1,INR,899.0,BAREILLY,UTTAR PRADESH,243005.0,IN,False,Easy Ship
26654,408-8032411-4332318,2022-04-14,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,1299.0,Kota,Rajasthan,324009.0,IN,False,Easy Ship
26655,402-6972209-3427513,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,824.0,MATENHAIL,HARYANA,124106.0,IN,False,Not Specified
26656,406-4647622-8739549,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,399.0,KOTHAMANGALAM,KERALA,686691.0,IN,False,Not Specified
26657,404-3956313-9237122,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,442.0,HYDERABAD,TELANGANA,500018.0,IN,False,Not Specified
26658,405-9268109-4293129,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,357.0,BENGALURU,KARNATAKA,560037.0,IN,False,Not Specified
26659,171-3980244-6722703,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,788.0,BENGALURU,KARNATAKA,560034.0,IN,False,Not Specified
26660,171-2949970-8375530,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Blazzer,M,Shipped,1,INR,744.0,BENGALURU,KARNATAKA,560068.0,IN,False,Not Specified
26661,402-8722646-5053937,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,459.0,BENGALURU,KARNATAKA,560100.0,IN,False,Not Specified
26662,408-6090758-3999548,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Trousers,M,Shipped,1,INR,574.0,NELLORE,ANDHRA PRADESH,524307.0,IN,False,Not Specified
26663,407-7512838-7725122,2022-04-14,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,968.0,AURANGABAD,MAHARASHTRA,431002.0,IN,False,Easy Ship
26664,407-8435073-3108306,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,376.0,CHENNAI,TAMIL NADU,600024.0,IN,False,Not Specified
26665,405-4222350-2113132,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Trousers,S,Shipped,1,INR,487.0,ITANAGAR,ARUNACHAL PRADESH,791113.0,IN,False,Not Specified
26666,171-1072308-6340335,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,459.0,SABANG,WEST BENGAL,721166.0,IN,False,Not Specified
26667,171-2771124-7040339,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,852.0,GREATER NOIDA,UTTAR PRADESH,201306.0,IN,False,Not Specified
26668,171-3440738-4755556,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Blazzer,XXL,Shipped,1,INR,725.0,DHANBAD,JHARKHAND,826001.0,IN,False,Not Specified
26669,406-7993058-3325952,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,599.0,Pune 41104,MAHARASHTRA,411044.0,IN,False,Not Specified
26670,407-0148981-9200339,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,399.0,BAHRAICH,UTTAR PRADESH,271801.0,IN,False,Not Specified
26671,408-8314299-6233943,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,788.0,chennai,TAMIL NADU,600016.0,IN,False,Not Specified
26672,402-5815130-4980338,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Trousers,S,Shipped,1,INR,625.0,Chennai,TAMIL NADU,600020.0,IN,False,Not Specified
26673,402-9371332-2890768,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,442.0,BENGALURU,KARNATAKA,560070.0,IN,False,Not Specified
26675,171-2760272-4681915,2022-04-14,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,XS,Shipped,1,INR,563.0,Panvel,MAHARASHTRA,410206.0,IN,False,Easy Ship
26676,408-9754506-6633925,2022-04-14,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,824.0,Cuttack Sadar,ODISHA,753004.0,IN,False,Easy Ship
26677,171-3450539-2743548,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,612.0,KOLKATA,WEST BENGAL,700156.0,IN,False,Not Specified
26678,408-1039907-7141957,2022-04-14,Cancelled,Merchant,Amazon.in,Standard,Shirt,3XL,On the Way,0,INR,280.95,PUNNAPARA,KERALA,688005.0,IN,False,Easy Ship
26679,407-7947882-2773940,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,1112.0,NEW DELHI,DELHI,110085.0,IN,False,Not Specified
26680,406-3060864-0985137,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,1593.0,MANGALURU,KARNATAKA,575006.0,IN,False,Not Specified
26681,404-8952678-1321126,2022-04-14,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,399.0,BENGALURU,KARNATAKA,560068.0,IN,False,Easy Ship
26682,403-6591748-1425135,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Blazzer,L,Shipped,1,INR,807.0,HYDERABAD,TELANGANA,502319.0,IN,False,Not Specified
26683,403-3396925-3185120,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Blazzer,XL,Shipped,1,INR,885.0,THANE,MAHARASHTRA,400703.0,IN,False,Not Specified
26684,408-5428203-8637902,2022-04-14,Shipped,Amazon,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,0.0,HYDERABAD,TELANGANA,500047.0,IN,False,Not Specified
26685,408-8500332-7070756,2022-04-14,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,1115.0,Lakhani,Gujarat,385535.0,IN,False,Easy Ship
26686,404-4459860-7681104,2022-04-14,Cancelled,Merchant,Amazon.in,Standard,Blazzer,L,On the Way,0,INR,856.19,BILSI,UTTAR PRADESH,243633.0,IN,False,Easy Ship
26687,408-9096671-8937965,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,XS,Shipped,1,INR,259.0,JALPAIGURI,WEST BENGAL,734008.0,IN,False,Not Specified
26688,404-0351624-2079558,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,788.0,HYDERABAD,TELANGANA,500019.0,IN,False,Not Specified
26689,171-5550368-8899536,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,432.0,MUMBAI,MAHARASHTRA,400067.0,IN,False,Not Specified
26691,404-2842508-3337152,2022-04-14,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,399.0,GUMLA,JHARKHAND,835207.0,IN,False,Easy Ship
26692,171-4562779-7645156,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,376.0,Gurugram,HARYANA,122001.0,IN,False,Not Specified
26693,404-2910761-6189142,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Blazzer,XS,Shipped,1,INR,699.0,PATNA,BIHAR,800001.0,IN,False,Not Specified
26694,408-7183412-8783568,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,597.0,Faridabad,HARYANA,121003.0,IN,False,Not Specified
26695,403-0540679-8785903,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,471.0,Ahmednagar,MAHARASHTRA,414106.0,IN,False,Not Specified
26696,402-4156011-6469958,2022-04-14,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,1432.0,JAIPUR,RAJASTHAN,302026.0,IN,False,Easy Ship
26697,405-5791036-2790737,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,599.0,DEHRADUN,UTTARAKHAND,248007.0,IN,False,Not Specified
26698,404-1914113-1326729,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,471.0,PUDUCHERRY,PUDUCHERRY,605008.0,IN,False,Not Specified
26699,408-6932856-7587509,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,487.0,INDORE,MADHYA PRADESH,452001.0,IN,False,Not Specified
26700,408-6932856-7587509,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,659.0,INDORE,MADHYA PRADESH,452001.0,IN,False,Not Specified
26701,405-4158142-8342705,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Blazzer,S,Shipped,1,INR,725.0,BADE BACHELI,CHHATTISGARH,494553.0,IN,False,Not Specified
26702,404-9768155-9585933,2022-04-14,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,432.0,NELLORE,ANDHRA PRADESH,524003.0,IN,False,Easy Ship
26703,406-1285871-9246714,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,442.0,Kharar,PUNJAB,140301.0,IN,False,Not Specified
26704,402-5969398-0841149,2022-04-14,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XS,Shipped,1,INR,725.0,BALODA BAZAR,CHHATTISGARH,493332.0,IN,False,Easy Ship
26705,407-5685419-0757958,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,518.0,GHAZIABAD,UTTAR PRADESH,201005.0,IN,False,Not Specified
26706,405-5077385-9194708,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,476.0,BENGALURU,KARNATAKA,560066.0,IN,False,Not Specified
26707,402-4414616-7076345,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,888.0,BURDWAN,WEST BENGAL,713101.0,IN,False,Not Specified
26708,408-3992894-3582747,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,759.0,Pune,MAHARASHTRA,411057.0,IN,False,Not Specified
26709,408-1760895-3333912,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,399.0,DHALIYUR,TAMIL NADU,641109.0,IN,False,Not Specified
26710,404-9117286-2669136,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,626.0,KOLKATA,WEST BENGAL,700050.0,IN,False,Not Specified
26711,404-4664657-5509915,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,399.0,KOLKATA,WEST BENGAL,700050.0,IN,False,Not Specified
26712,408-3943462-3492349,2022-04-14,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,666.0,SAYAN,Gujarat,394150.0,IN,False,Easy Ship
26713,408-3943462-3492349,2022-04-14,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,612.0,SAYAN,Gujarat,394150.0,IN,False,Easy Ship
26714,171-3311498-5318747,2022-04-14,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,631.0,"Ankleshwar, Dist-Bharuch",Gujarat,393002.0,IN,False,Easy Ship
26715,407-0578484-1158749,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,597.0,RAMGARH,JHARKHAND,829124.0,IN,False,Not Specified
26716,407-0694101-6679550,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Blazzer,XL,Shipped,1,INR,859.0,HYDERABAD,TELANGANA,500075.0,IN,False,Not Specified
26717,171-7549619-5380339,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Trousers,XXL,Shipped,1,INR,413.0,KALABURGI,KARNATAKA,585101.0,IN,False,Not Specified
26718,408-6486816-2059502,2022-04-14,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,399.0,PIMPRI CHINCHWAD,MAHARASHTRA,411044.0,IN,False,Easy Ship
26719,402-2973079-8224351,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,406.0,CHENNAI,TAMIL NADU,600062.0,IN,False,Not Specified
26720,407-2158437-7985122,2022-04-14,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,345.0,BENGALURU,KARNATAKA,560062.0,IN,False,Easy Ship
26721,407-0145530-1976312,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,399.0,BENGALURU,KARNATAKA,560062.0,IN,False,Not Specified
26722,408-7445513-9801963,2022-04-14,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,XS,Unshipped,1,INR,612.0,SAYAN,Gujarat,394150.0,IN,False,Not Specified
26723,408-7312212-1778709,2022-04-14,Cancelled,Merchant,Amazon.in,Standard,T-shirt,L,On the Way,0,INR,634.28,SAYAN,Gujarat,394150.0,IN,False,Easy Ship
26724,171-1122180-2197166,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,1112.0,NEW DELHI,DELHI,110075.0,IN,False,Not Specified
26725,402-5818356-2032362,2022-04-14,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,881.0,Thoubal,MANIPUR,795138.0,IN,False,Easy Ship
26726,402-0286190-0876311,2022-04-14,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,459.0,SINGTAM,SIKKIM,737134.0,IN,False,Easy Ship
26728,403-0661370-7188361,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,406.0,SOLAPUR,MAHARASHTRA,413002.0,IN,False,Not Specified
26729,403-8888240-0777140,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,612.0,CHITTOOR,ANDHRA PRADESH,517001.0,IN,False,Not Specified
26730,404-5127521-9377118,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,471.0,AMBALA,HARYANA,133001.0,IN,True,Not Specified
26731,171-1933630-4275568,2022-04-14,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,XL,Shipped,1,INR,487.0,HADGAON,MAHARASHTRA,431712.0,IN,False,Easy Ship
26732,408-2589049-8023551,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,1133.0,Thane west,MAHARASHTRA,400606.0,IN,False,Not Specified
26733,171-9195292-0329937,2022-04-14,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,1695.0,MUMBAI,MAHARASHTRA,400092.0,IN,False,Easy Ship
26734,404-2175804-1789936,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,788.0,NEW DELHI,DELHI,110092.0,IN,False,Not Specified
26735,402-1377011-9121919,2022-04-14,Cancelled,Merchant,Amazon.in,Standard,Shirt,L,On the Way,0,INR,437.14,SINGTAM,SIKKIM,737134.0,IN,False,Easy Ship
26736,405-9380170-4120317,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,759.0,NEW BARRACKPUR,WEST BENGAL,700132.0,IN,False,Not Specified
26737,405-9380170-4120317,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,759.0,NEW BARRACKPUR,WEST BENGAL,700132.0,IN,False,Not Specified
26738,404-3866767-1423508,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,590.0,RAMAN,PUNJAB,151301.0,IN,False,Not Specified
26739,405-6342092-6354738,2022-04-14,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,499.0,NOIDA,UTTAR PRADESH,201301.0,IN,False,Easy Ship
26740,405-6342092-6354738,2022-04-14,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,484.0,NOIDA,UTTAR PRADESH,201301.0,IN,False,Easy Ship
26741,406-0368505-8557147,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Trousers,M,Shipped,1,INR,413.0,Mumbai,MAHARASHTRA,400064.0,IN,False,Not Specified
26742,406-0985420-4581916,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,459.0,NANNILAM,TAMIL NADU,610105.0,IN,False,Not Specified
26743,402-8642483-4745910,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,422.0,MARKAPUR,ANDHRA PRADESH,523316.0,IN,False,Not Specified
26744,402-8642483-4745910,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,379.0,MARKAPUR,ANDHRA PRADESH,523316.0,IN,False,Not Specified
26745,406-6106088-3569141,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,353.0,KAYAMKULAM,KERALA,690531.0,IN,False,Not Specified
26746,408-0862220-9746738,2022-04-14,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,329.0,SEHORE,MADHYA PRADESH,466001.0,IN,False,Easy Ship
26747,407-4472050-7777949,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,357.0,BENGALURU,KARNATAKA,560008.0,IN,False,Not Specified
26748,405-8461851-0625940,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,612.0,Bengaluru,KARNATAKA,560087.0,IN,False,Not Specified
26749,171-1295022-6992324,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,1112.0,MUMBAI,MAHARASHTRA,400071.0,IN,False,Not Specified
26750,406-4720605-0853168,2022-04-14,Cancelled,Merchant,Amazon.in,Standard,T-shirt,XL,On the Way,0,INR,604.76,VADODARA,Gujarat,390002.0,IN,False,Easy Ship
26751,407-6677104-9845127,2022-04-14,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,563.0,NEW DELHI,DELHI,110091.0,IN,False,Easy Ship
26752,407-5498839-9033131,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,459.0,BARPETA ROAD,ASSAM,781313.0,IN,False,Not Specified
26753,405-3179536-7717160,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,517.0,Kottayam,KERALA,686541.0,IN,False,Not Specified
26754,402-8441228-4382753,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,399.0,Burdwan,WEST BENGAL,713103.0,IN,False,Not Specified
26755,402-4110554-6789103,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,357.0,MANDI,HIMACHAL PRADESH,175001.0,IN,False,Not Specified
26756,404-9233925-8641958,2022-04-14,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,696.0,Jagatsinghapur,ODISHA,754113.0,IN,False,Easy Ship
26757,406-5561183-2161905,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,1432.0,Rourkela,ODISHA,769004.0,IN,False,Not Specified
26758,404-2902339-8865168,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,824.0,yellapur,KARNATAKA,581359.0,IN,False,Not Specified
26759,402-3404675-5392318,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,824.0,Nayarambalam,KERALA,682509.0,IN,False,Not Specified
26760,171-7156060-0305135,2022-04-14,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,545.0,DEHRADUN,UTTARAKHAND,248001.0,IN,False,Easy Ship
26761,171-2240797-2841906,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,399.0,KHATAV,MAHARASHTRA,415505.0,IN,False,Not Specified
26763,404-8313020-0313902,2022-04-14,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,856.0,PORT BLAIR,ANDAMAN & NICOBAR,744101.0,IN,False,Easy Ship
26764,408-0026868-9137937,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,487.0,NEW DELHI,DELHI,110070.0,IN,False,Not Specified
26765,403-9355753-3752337,2022-04-14,Cancelled,Amazon,Amazon.in,Expedited,Shirt,M,Unshipped,1,INR,399.0,GURUGRAM,HARYANA,122001.0,IN,False,Not Specified
26766,403-7991627-6788312,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,442.0,Noida Extension,UTTAR PRADESH,201301.0,IN,False,Not Specified
26767,406-8068114-5229158,2022-04-14,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,499.0,VARANASI,UTTAR PRADESH,221007.0,IN,False,Easy Ship
26768,403-2796419-6445935,2022-04-14,Cancelled,Amazon,Amazon.in,Expedited,Shirt,XXL,Unshipped,1,INR,399.0,AHMEDABAD,Gujarat,380051.0,IN,False,Not Specified
26770,402-9425315-1306766,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,517.0,MUMBAI,MAHARASHTRA,400086.0,IN,False,Not Specified
26771,404-6368611-7500310,2022-04-14,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XS,Shipped,1,INR,299.0,Kolkata,WEST BENGAL,700040.0,IN,False,Easy Ship
26772,404-4349800-5156354,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,XS,Shipped,1,INR,459.0,Kolkata,WEST BENGAL,700040.0,IN,False,Not Specified
26773,404-4349800-5156354,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,XS,Shipped,1,INR,442.0,Kolkata,WEST BENGAL,700040.0,IN,False,Not Specified
26774,402-2839685-2375519,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,399.0,FARIDABAD,HARYANA,121002.0,IN,False,Not Specified
26775,406-8855448-6827538,2022-04-14,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,597.0,BHAGALPUR,BIHAR,812002.0,IN,False,Easy Ship
26776,403-7128996-1502767,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,329.0,BENGALURU,KARNATAKA,560022.0,IN,False,Not Specified
26777,406-7298231-6645134,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,759.0,CHIRKUNDA,JHARKHAND,828202.0,IN,False,Not Specified
26778,171-4993530-9849907,2022-04-14,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,249.0,BENGALURU,KARNATAKA,560017.0,IN,False,Easy Ship
26779,407-1788853-2157113,2022-04-14,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,376.0,Hyderabad,TELANGANA,500050.0,IN,False,Not Specified
26780,408-8676878-5541908,2022-04-14,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,487.0,LALPUR,Gujarat,361142.0,IN,False,Easy Ship
